pps,syn_count,udp_count,icmp_count,Label
23.53675390753977,0,1,0,BENIGN
25.53048104666853,0,11,0,BENIGN
69.76501024352353,0,13,0,BENIGN
19.784933596156566,0,0,0,BENIGN
57.36775383557254,0,6,0,BENIGN
12.185174906838038,0,0,0,BENIGN
19.357764916823665,0,16,1,BENIGN
23.777093105835423,0,0,0,BENIGN
25.588408571175282,0,0,0,BENIGN
489.4521839788644,0,30,1,BENIGN
1054.5650071950058,0,6,0,BENIGN
1612.797018859935,0,6,0,BENIGN
218.25860801748897,0,18,0,BENIGN
147.3084459464122,0,30,0,BENIGN
1060.9144712366137,0,0,0,BENIGN
14.372013269524533,0,0,0,BENIGN
290.32965021771685,0,7,0,BENIGN
402.28852112336494,0,0,0,BENIGN
151.30887702659606,0,0,0,BENIGN
546.5040385788807,0,6,1,BENIGN
393.23571662346916,0,0,0,BENIGN
224.4398600606666,0,0,0,BENIGN
356.8134849087298,0,0,0,BENIGN
307.2514852354179,0,0,0,BENIGN
370.52802713127693,0,0,0,BENIGN
225.36359011964484,0,6,0,BENIGN
236.28148369504527,0,0,0,BENIGN
65.88056596577393,0,0,0,BENIGN
11.584967150160917,0,0,0,BENIGN
12.575773152773609,0,0,0,BENIGN
92.8716320991679,0,12,2,BENIGN
204.40019607339235,0,0,0,BENIGN
209.24498777818033,0,0,0,BENIGN
281.8655825762107,0,0,0,BENIGN
299.62733187072627,0,0,0,BENIGN
257.5034937471905,0,0,0,BENIGN
460.747645680341,0,16,1,BENIGN
138.7106482435645,0,0,0,BENIGN
140.76521062437695,0,0,0,BENIGN
559.6375028687015,0,0,0,BENIGN
3.798188701381563,0,0,0,BENIGN
11.364552427865792,1,0,0,BENIGN
221.900347830016,0,0,0,BENIGN
589.2428553612472,0,0,0,BENIGN
11.784267990544734,2,0,0,BENIGN
4.996691272177852,2,4,0,BENIGN
6.993447577883823,1,0,0,BENIGN
10.574399404213395,0,0,0,BENIGN
394.4179197819151,0,0,0,BENIGN
37.16791951603128,0,10,0,BENIGN
85.79485592601728,4,2,0,BENIGN
252.8575305046584,2,13,1,BENIGN
218.0359261483258,4,3,2,BENIGN
74.82781928789346,0,0,0,BENIGN
78.79523740538984,4,0,0,BENIGN
135.9556117976199,2,0,0,BENIGN
82.54817349929978,0,0,0,BENIGN
61.14274806291049,0,0,0,BENIGN
158.60643195569313,0,6,0,BENIGN
99.73653770847444,0,0,0,BENIGN
96.78153970115788,0,0,0,BENIGN
201.69698522526036,0,0,0,BENIGN
201.19015633255563,0,0,0,BENIGN
128.56545939954952,0,0,0,BENIGN
166.7749933404172,0,0,0,BENIGN
284.1267459707506,0,0,0,BENIGN
258.90299659552846,0,16,1,BENIGN
59.486051480290115,0,0,0,BENIGN
99.16300925152899,0,0,0,BENIGN
70.45742560527748,0,0,0,BENIGN
201.05747178693053,0,0,0,BENIGN
203.21288715119888,0,0,0,BENIGN
268.5634725854464,0,0,0,BENIGN
193.8524166257931,0,3,0,BENIGN
302.8433364323434,0,0,0,BENIGN
158.90610725033014,0,0,0,BENIGN
145.5045368812995,0,0,0,BENIGN
201.6182106616306,0,0,0,BENIGN
24.36221980512132,0,0,0,BENIGN
92.43760898636457,0,0,0,BENIGN
26.15764191058714,0,0,0,BENIGN
103.48456657095936,0,0,0,BENIGN
273.4508842319452,0,0,0,BENIGN
353.89185939121217,0,0,0,BENIGN
158.65443528675897,1,6,0,BENIGN
261.2775450776657,0,0,0,BENIGN
19.19207206152587,0,0,0,BENIGN
1.9947245879259046,0,0,0,BENIGN
2.398475585885798,0,0,0,BENIGN
2.7937630463455294,0,0,0,BENIGN
0.9972142316930895,0,0,0,BENIGN
2.99156900867844,0,0,0,BENIGN
1.5950481034816086,0,0,0,BENIGN
2.5995392566958837,0,0,0,BENIGN
118.72908475324539,0,0,0,BENIGN
238.14731442726477,0,0,0,BENIGN
22.121893330019887,0,16,1,BENIGN
4.396965537918554,0,0,0,BENIGN
1.19653958673784,0,0,0,BENIGN
227.27698012973084,0,4,0,BENIGN
72.60762969357185,0,0,0,BENIGN
2.1980160595897686,0,0,0,BENIGN
1.3981625861704416,0,0,0,BENIGN
2.199180269614812,0,0,0,BENIGN
394.0621263329372,0,6,0,BENIGN
12.176708579637356,0,4,1,BENIGN
10.183006245966133,0,6,0,BENIGN
4.59215514420527,1,4,0,BENIGN
311.1796658258035,2,6,0,BENIGN
42.58101353370887,0,0,0,BENIGN
5.186113993027854,0,0,0,BENIGN
1.7981574723280498,0,2,0,BENIGN
285.4507630704302,6,82,1,BENIGN
421.45877737323804,15,17,0,BENIGN
20.156005042513797,4,0,0,BENIGN
30.770198940721272,0,0,0,BENIGN
3.193430263743451,0,0,0,BENIGN
3.394395525957022,0,0,0,BENIGN
366.6269007177672,0,0,0,BENIGN
5.195360930977179,0,0,0,BENIGN
5.99056604222724,0,0,0,BENIGN
6.188512097551457,0,0,0,BENIGN
48.48809472157839,0,0,0,BENIGN
236.9948242364168,1,12,0,BENIGN
11.584938461915772,0,0,0,BENIGN
23.591874498867735,0,6,0,BENIGN
23.745406507484205,0,16,1,BENIGN
407.4240003536775,0,0,0,BENIGN
23.784353592769342,0,0,0,BENIGN
12.574537358119493,0,0,0,BENIGN
2.9988728944704905,0,2,0,BENIGN
19.527215415259363,0,2,0,BENIGN
373.42135290767754,0,0,0,BENIGN
24.76802711343694,0,12,0,BENIGN
26.782956954929183,0,20,0,BENIGN
13.382096601279159,0,13,0,BENIGN
348.0040537216061,0,17,0,BENIGN
17.779764584488746,0,7,0,BENIGN
21.764310985066153,0,6,0,BENIGN
25.36338600407184,0,9,0,BENIGN
294.18320753753875,0,6,0,BENIGN
19.762571629525112,0,7,0,BENIGN
18.375129220822664,0,6,0,BENIGN
12.575642679691011,0,4,0,BENIGN
333.3920272118869,0,5,0,BENIGN
20.580152436112385,0,3,0,BENIGN
5.794286810747498,0,6,0,BENIGN
6.593706092426387,0,1,0,BENIGN
3.395646859844831,0,1,0,BENIGN
384.7834892810274,0,6,0,BENIGN
8.791948634456409,0,7,1,BENIGN
11.382869940980084,0,12,0,BENIGN
2.1976271119916944,0,0,0,BENIGN
2.7972112611271074,0,0,0,BENIGN
353.3161965472479,0,2,0,BENIGN
42.882073643152815,0,13,0,BENIGN
23.74478407454665,0,17,1,BENIGN
4.185952625849276,0,0,0,BENIGN
4.390828711467879,0,1,0,BENIGN
286.1563412768278,0,6,0,BENIGN
10.573375880236261,0,7,0,BENIGN
4.1919852333109455,0,0,0,BENIGN
1.3979137466220009,0,1,0,BENIGN
13.97523024995847,0,6,0,BENIGN
199.50333521324993,0,6,0,BENIGN
470.9871166763794,0,4,0,BENIGN
3.395970957117841,0,1,0,BENIGN
11.391122412457028,0,6,0,BENIGN
20.186956917465608,0,1,0,BENIGN
11.974847790226379,0,0,0,BENIGN
47.97661281048004,0,7,0,BENIGN
63.07155928219487,1,12,0,BENIGN
273.40245268985706,0,0,0,BENIGN
4.189738182937308,0,0,0,BENIGN
0.599468778239498,0,2,0,BENIGN
5.598113009411644,0,0,0,BENIGN
20.736152703648568,0,0,0,BENIGN
181.22581287812307,0,10,1,BENIGN
105.76206054775712,0,3,0,BENIGN
17.143473961948356,1,6,1,BENIGN
266.4743198927215,2,6,0,BENIGN
127.66942286489441,0,0,0,BENIGN
10.788796310136693,0,1,0,BENIGN
12.966970937084334,2,17,0,BENIGN
113.37246173286118,1,4,0,BENIGN
351.8274120810076,0,0,0,BENIGN
32.319868870643184,0,18,1,BENIGN
14.378522909634386,0,0,0,BENIGN
0.9972033255770771,0,0,0,BENIGN
129.64223931713101,1,4,0,BENIGN
311.0659413348301,2,11,1,BENIGN
217.53077570976055,1,4,0,BENIGN
20.16559116771957,0,7,0,BENIGN
12.183310016943132,0,0,0,BENIGN
201.72571440695458,0,1,0,BENIGN
11.590959485802209,0,2,0,BENIGN
14.16878836079104,0,0,0,BENIGN
11.588740892615936,0,3,0,BENIGN
240.88662753630783,0,1,0,BENIGN
139.05943880158824,0,12,0,BENIGN
111.92516447752458,0,10,1,BENIGN
20.989078863689397,15,0,0,BENIGN
5.788718200193486,5,1,0,BENIGN
3.3923833007764643,0,4,0,BENIGN
6.597446781250161,5,8,0,BENIGN
7.58344275108877,4,2,0,BENIGN
449.4220443412681,2,19,1,BENIGN
4.5857312532805645,0,5,0,BENIGN
273.3625294417682,0,11,0,BENIGN
7.176417748797387,0,5,0,BENIGN
1.3973599340768816,0,1,0,BENIGN
14.17399324959511,0,15,0,BENIGN
21.19490934570435,0,14,0,BENIGN
1.9986558417324165,0,2,0,BENIGN
271.474644364247,0,2,0,BENIGN
3.795602343285696,0,1,0,BENIGN
339.43718300370165,0,17,1,BENIGN
0.3991933338593344,0,0,0,BENIGN
0.9973356850424376,0,0,0,BENIGN
3.193564147873803,0,2,0,BENIGN
61.96916836248902,0,13,0,BENIGN
296.5550984108472,0,1,0,BENIGN
10.770550303673113,0,0,0,BENIGN
55.6570749229003,0,23,1,BENIGN
25.7691431654372,0,1,0,BENIGN
348.5266831478572,0,4,0,BENIGN
2.794121578304464,0,0,0,BENIGN
2.1977392278498455,0,1,0,BENIGN
1.1972095108937266,0,1,0,BENIGN
230.80285416624818,0,0,0,BENIGN
14.358219036260234,0,0,0,BENIGN
7.190217624223026,1,14,0,BENIGN
55.35659692176892,3,21,1,BENIGN
8.197902395999101,2,1,0,BENIGN
349.57678381385557,1,0,0,BENIGN
8.39438933585545,0,6,0,BENIGN
18.56723390771434,0,0,0,BENIGN
3.5934265792912794,0,0,0,BENIGN
340.7688410288112,0,0,0,BENIGN
1.1973393815745945,0,1,0,BENIGN
0.7988058774824583,0,1,0,BENIGN
1.9969149566802271,0,1,0,BENIGN
215.51964287056657,0,1,0,BENIGN
2.997251218191172,0,2,0,BENIGN
